"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rabggtb1",2.74678088265465e-08,0.414709843737685,0.412,0.242,0.000596738146756724,"5","Rabggtb"
"Rps15a",2.85842131432808e-08,0.268720277491429,0.968,0.817,0.000620992030537775,"5","Rps15a"
"Psme1",2.90463421389437e-08,0.258728394184977,0.5,0.308,0.000631031782968552,"5","Psme1"
"Bzw22",2.91578815770978e-08,0.401774089889753,0.356,0.197,0.00063345497726245,"5","Bzw2"
"Tspan92",3.03195935899797e-08,0.5514035347256,0.361,0.205,0.000658693170742308,"5","Tspan9"
"Fbxl172",3.03479519240674e-08,0.374774069474419,0.389,0.223,0.000659309255550364,"5","Fbxl17"
"Tpgs11",3.03492033796122e-08,0.921200858587051,0.227,0.108,0.000659336443422075,"5","Tpgs1"
"Tmed11",3.07606967886216e-08,0.780275475216657,0.171,0.071,0.000668276137732805,"5","Tmed1"
"Ccdc9b1",3.16381991353191e-08,0.700739044707974,0.227,0.107,0.000687339876214808,"5","Ccdc9b"
"Gpr1551",3.18560722922271e-08,0.735755070481709,0.259,0.131,0.000692073170548634,"5","Gpr155"
"Tax1bp31",3.23424185578538e-08,0.366081862104741,0.324,0.174,0.000702639043169374,"5","Tax1bp3"
"Nkiras22",3.27394800134045e-08,0.531028825379438,0.282,0.146,0.000711265203291213,"5","Nkiras2"
"Zfp444",3.28695729859065e-08,1.22367184365327,0.12,0.042,0.00071409147311882,"5","Zfp444"
"Pygm3",3.33102385896094e-08,0.397910071807882,0.481,0.29,0.000723664933359264,"5","Pygm"
"Endog2",3.34807471155432e-08,0.67202910997557,0.269,0.136,0.000727369231085176,"5","Endog"
"Mtss1",3.35122428442445e-08,0.475281794141869,0.301,0.159,0.000728053475791211,"5","Mtss1"
"Prpf40a",3.3781893878657e-08,0.284510134774153,0.495,0.305,0.000733911644513822,"5","Prpf40a"
"Ncs13",3.39687322854259e-08,0.313602286509307,0.347,0.189,0.000737970708900878,"5","Ncs1"
"Mus811",3.46013685211803e-08,0.73326626049683,0.144,0.055,0.000751714731122643,"5","Mus81"
"Yif1b1",3.47531325465789e-08,0.498618739755392,0.245,0.12,0.000755011804574427,"5","Yif1b"
"2310057M21Rik",3.48243436371632e-08,0.766373434992956,0.116,0.039,0.00075655886551737,"5","2310057M21Rik"
"2510039O18Rik1",3.52593590784707e-08,0.654709140689913,0.208,0.096,0.000766009575979777,"5","2510039O18Rik"
"Rcor31",3.69989037125282e-08,0.532914202092923,0.31,0.165,0.000803801183154676,"5","Rcor3"
"Nthl12",3.79899985921534e-08,0.864000951483948,0.153,0.06,0.000825332719414533,"5","Nthl1"
"Czib",3.80021931167525e-08,0.370127014361022,0.301,0.16,0.000825597645461448,"5","Czib"
"Nprl3",3.87508068685916e-08,1.0049510150825,0.134,0.05,0.000841861279220152,"5","Nprl3"
"Gabbr11",3.9190769548119e-08,0.306609905461212,0.231,0.108,0.000851419468432885,"5","Gabbr1"
"Srebf1",3.92815695431163e-08,0.428648354735855,0.176,0.073,0.000853392098324202,"5","Srebf1"
"Carns11",3.98431332859467e-08,0.866983109248121,0.185,0.082,0.000865592070637193,"5","Carns1"
"Naa101",4.05182060518448e-08,0.666545450604073,0.264,0.136,0.000880258026476329,"5","Naa10"
"Dalrd31",4.1061124553238e-08,0.323878375154588,0.218,0.099,0.000892052930919095,"5","Dalrd3"
"Snrpa3",4.1185668352695e-08,0.375509047864444,0.269,0.137,0.000894758644962298,"5","Snrpa"
"1300002E11Rik1",4.12734522749973e-08,0.95944784833927,0.153,0.062,0.000896665750674317,"5","1300002E11Rik"
"Npm3",4.19364350739022e-08,0.573598264300608,0.273,0.139,0.000911069051980526,"5","Npm3"
"Ppp1cb3",4.25402532864379e-08,0.324179719103613,0.981,0.762,0.000924187002647864,"5","Ppp1cb"
"Hddc2",4.26275627541679e-08,0.920640702475529,0.134,0.05,0.000926083800834299,"5","Hddc2"
"Ankrd102",4.26767245130794e-08,0.278590577425847,0.333,0.182,0.000927151840046651,"5","Ankrd10"
"Olfml2a3",4.27563310686292e-08,0.263573859008035,0.708,0.448,0.00092888129246597,"5","Olfml2a"
"Osbpl31",4.32547842488938e-08,0.654648431285932,0.273,0.14,0.000939710187807217,"5","Osbpl3"
"Wdr77",4.37886712282129e-08,0.823996561435628,0.12,0.042,0.000951308882432926,"5","Wdr77"
"Naa40",4.43117018041954e-08,0.918519378312548,0.102,0.033,0.000962671721696144,"5","Naa40"
"Eid2",4.46185663252712e-08,0.908746837461315,0.111,0.038,0.000969338353416517,"5","Eid2"
"Rnf2201",4.50166115775392e-08,0.594062128561774,0.301,0.162,0.00097798588652204,"5","Rnf220"
"Mettl91",4.55043733293734e-08,0.444119608668877,0.306,0.165,0.000988582510580636,"5","Mettl9"
"Slc25a233",4.55624311813847e-08,0.287079927254717,0.463,0.275,0.000989843817415582,"5","Slc25a23"
"Tbc1d171",4.62441103069869e-08,0.563249007649295,0.241,0.117,0.00100465329641929,"5","Tbc1d17"
"Aldh4a12",4.73302534037759e-08,0.568762722264609,0.282,0.147,0.00102824975519703,"5","Aldh4a1"
"Cbr11",4.77530405537979e-08,0.425679610649085,0.269,0.135,0.00103743480603126,"5","Cbr1"
"Gm14305",4.83193560239649e-08,1.19032877313076,0.12,0.043,0.00104973800962064,"5","Gm14305"
"Jrkl1",4.94963048586354e-08,0.556645862107892,0.157,0.063,0.00107530722305385,"5","Jrkl"
"Ralgapb",4.98638245080274e-08,0.363752514781743,0.282,0.146,0.0010832915874369,"5","Ralgapb"
"Pigc1",4.99342471366322e-08,0.965404221696736,0.116,0.04,0.00108482151904334,"5","Pigc"
"Trmt10c1",5.03336860012444e-08,0.5657520426857,0.139,0.052,0.00109349932837703,"5","Trmt10c"
"Grsf12",5.0615787629211e-08,0.357685072509262,0.352,0.193,0.00109962798624461,"5","Grsf1"
"Rnf142",5.06354586874495e-08,0.467203724414077,0.352,0.199,0.00110005533998484,"5","Rnf14"
"Rab8a1",5.0665124971299e-08,0.45767352545758,0.269,0.135,0.00110069984000147,"5","Rab8a"
"Ccdc321",5.08365538760639e-08,0.970107916127404,0.194,0.088,0.00110442413295749,"5","Ccdc32"
"Got11",5.12072353728217e-08,0.393956533186708,0.259,0.13,0.00111247718847455,"5","Got1"
"Anapc151",5.1540759374782e-08,1.04951569838292,0.139,0.054,0.00111972299741714,"5","Anapc15"
"Stimate1",5.17255417058291e-08,0.509948715820422,0.306,0.166,0.00112373739355914,"5","Stimate"
"Fam110b2",5.20859470757984e-08,0.403622889888025,0.306,0.16,0.00113156720022172,"5","Fam110b"
"Tbc1d7",5.21679482312975e-08,1.30731905745504,0.102,0.033,0.00113334867532494,"5","Tbc1d7"
"Selenoh1",5.41551801154517e-08,0.61821188638921,0.227,0.11,0.00117652128800819,"5","Selenoh"
"Tbcel1",5.43485418246359e-08,0.53965858475685,0.245,0.12,0.00118072207114022,"5","Tbcel"
"Prkaca1",5.57457042103798e-08,0.405908771697601,0.398,0.234,0.0012110754239705,"5","Prkaca"
"Ppp1r12c2",5.62517884687501e-08,0.255561137701136,0.926,0.659,0.0012220701044836,"5","Ppp1r12c"
"Borcs71",5.6870575143736e-08,0.51432757417513,0.255,0.128,0.00123551324499767,"5","Borcs7"
"Jagn11",5.74306478290821e-08,0.781913188648536,0.199,0.091,0.00124768082408681,"5","Jagn1"
"Ccdc112",5.78934669857594e-08,0.996894098098537,0.153,0.062,0.00125773557026562,"5","Ccdc112"
"Phf121",5.82716100357626e-08,0.421678035275382,0.329,0.18,0.00126595072802694,"5","Phf12"
"Supt4a1",5.93867538923962e-08,0.310099699577281,0.37,0.215,0.00129017722831231,"5","Supt4a"
"Rbm43",6.0451151775091e-08,1.2507551757209,0.106,0.036,0.00131330127231385,"5","Rbm43"
"Tstd31",6.11552201007933e-08,0.959619485203784,0.157,0.065,0.00132859715668974,"5","Tstd3"
"Ccpg1os",6.13520845282548e-08,1.35154742024375,0.116,0.041,0.00133287403637634,"5","Ccpg1os"
"1110065P20Rik3",6.25215543282763e-08,0.466248767539557,0.394,0.231,0.0013582807677818,"5","1110065P20Rik"
"Mgmt1",6.31812609387972e-08,0.871645974447809,0.139,0.053,0.00137261289389537,"5","Mgmt"
"Pkdcc1",6.32413243273243e-08,0.28961439948926,0.421,0.252,0.00137391777101112,"5","Pkdcc"
"Xpo5",6.36395900342678e-08,0.664645077113753,0.167,0.07,0.00138257009349447,"5","Xpo5"
"Zbtb371",6.39793157309783e-08,0.332074961868777,0.19,0.083,0.0013899506342555,"5","Zbtb37"
"Rnf1671",6.50215720090594e-08,0.367426627356468,0.417,0.255,0.00141259365189682,"5","Rnf167"
"Snx121",6.55050710699345e-08,0.513713936843335,0.245,0.122,0.00142309766899433,"5","Snx12"
"Zfand32",6.62083868608532e-08,0.332116112848087,0.472,0.29,0.00143837720455204,"5","Zfand3"
"Golga11",6.6220579090904e-08,0.637370233034865,0.139,0.053,0.00143864208074989,"5","Golga1"
"Kmt5a3",6.62275868974576e-08,0.280719943439937,0.528,0.33,0.00143879432534727,"5","Kmt5a"
"Dnal41",6.70982429562242e-08,0.823731677965458,0.194,0.089,0.00145770932822397,"5","Dnal4"
"Trnau1ap1",6.73558982980573e-08,0.478214578216757,0.282,0.152,0.00146330689052529,"5","Trnau1ap"
"Ptges21",6.7732002343322e-08,0.781849734510031,0.176,0.076,0.00147147775090867,"5","Ptges2"
"Inpp4b1",6.85747696014992e-08,0.402004200641847,0.468,0.285,0.00148978686959257,"5","Inpp4b"
"Mrpl171",6.94661883198566e-08,0.427390444807161,0.403,0.235,0.00150915294124889,"5","Mrpl17"
"Kcna22",7.26151100490473e-08,0.709585457438543,0.347,0.194,0.00157756326581555,"5","Kcna2"
"Cpne21",7.3170765674156e-08,0.516659551205256,0.245,0.12,0.00158963488427104,"5","Cpne2"
"Rabep1",7.36052770644396e-08,0.382747499377926,0.338,0.188,0.00159907464422495,"5","Rabep1"
"Actr61",7.4379456151634e-08,1.35371823120233,0.116,0.041,0.00161589368489425,"5","Actr6"
"Hacd23",7.4879952028923e-08,0.387257948996984,0.398,0.236,0.00162676695782835,"5","Hacd2"
"Nynrin1",7.49383193013922e-08,1.26883412276917,0.157,0.065,0.00162803498682275,"5","Nynrin"
"Zfp955b1",7.55249177413636e-08,0.976756456512292,0.12,0.043,0.00164077883793113,"5","Zfp955b"
"Lynx12",7.74467012943779e-08,0.470120066528443,0.273,0.14,0.00168252958562036,"5","Lynx1"
"Sike11",7.92907025878594e-08,0.509280305724172,0.356,0.204,0.00172259051372125,"5","Sike1"
"Naxd1",7.98478292841929e-08,0.337283945026403,0.278,0.141,0.00173469409119909,"5","Naxd"
"Pdp21",7.99083755215906e-08,0.625618017947535,0.306,0.165,0.00173600945820656,"5","Pdp2"
"Uck11",8.04559847004348e-08,0.666772358609492,0.148,0.059,0.00174790626761695,"5","Uck1"
"Kif3a2",8.13496848436153e-08,0.359654385850236,0.287,0.149,0.00176732190322754,"5","Kif3a"
"Adora2b",8.20673832455003e-08,0.895040303068642,0.106,0.035,0.00178291390100849,"5","Adora2b"
"Igfbp52",8.25908259639941e-08,0.357491777063002,0.917,0.703,0.00179428569406777,"5","Igfbp5"
"Rnft1",8.29013101441802e-08,0.379557484087556,0.259,0.132,0.00180103096288231,"5","Rnft1"
"Mccc11",8.38168588369959e-08,0.71266568925009,0.162,0.067,0.00182092125823374,"5","Mccc1"
"Cisd32",8.46300209766801e-08,0.701811298748285,0.255,0.129,0.00183858720571838,"5","Cisd3"
"Exosc31",8.50081299901448e-08,0.847759890595811,0.162,0.068,0.0018468016240359,"5","Exosc3"
"Dnajc10",8.51641013050484e-08,0.304324799713941,0.532,0.342,0.00185019010085218,"5","Dnajc10"
"Arl32",8.62596036761477e-08,0.276831360066116,0.477,0.292,0.00187398988986431,"5","Arl3"
"Mtap2",8.71168260186701e-08,0.542564652642268,0.282,0.151,0.00189261304525561,"5","Mtap"
"Ccdc90b1",8.71690064299018e-08,0.690954848653341,0.227,0.111,0.00189374666468962,"5","Ccdc90b"
"Sae11",8.77516017662023e-08,0.613915533155396,0.278,0.147,0.00190640354837075,"5","Sae1"
"Tmem91",8.81525635026571e-08,0.620300688156046,0.162,0.067,0.00191511444209523,"5","Tmem9"
"Tpp13",8.94794815405733e-08,0.355031883723464,0.5,0.318,0.00194394173646895,"5","Tpp1"
"Alg2",9.01354979729433e-08,0.913929725336593,0.102,0.033,0.00195819369346219,"5","Alg2"
"Chchd33",9.03967875529112e-08,0.286297989445134,0.44,0.269,0.001963870209587,"5","Chchd3"
"Gpc11",9.05663847107862e-08,0.800652207218122,0.194,0.09,0.00196755470784183,"5","Gpc1"
"Arhgef61",9.10056327409083e-08,0.562190597890651,0.269,0.14,0.00197709737129623,"5","Arhgef6"
"Zfp780b",9.14329895332751e-08,1.11056937186215,0.111,0.039,0.0019863816976104,"5","Zfp780b"
"Rpl31",9.29635885107247e-08,0.259750168243789,0.968,0.736,0.00201963396039549,"5","Rpl31"
"Senp1",9.54976295332221e-08,0.650333728350571,0.241,0.12,0.00207468600160925,"5","Senp1"
"Msra3",9.59660035888174e-08,0.462744736771989,0.315,0.172,0.00208486142796706,"5","Msra"
"Taf3",9.60867239558186e-08,0.329234519622264,0.287,0.149,0.00208748407794016,"5","Taf3"
"Ifi351",9.81161182045683e-08,0.567088153086465,0.25,0.127,0.00213157266799425,"5","Ifi35"
"Ube2g21",9.82622339064037e-08,0.351118997121832,0.259,0.132,0.00213474703161662,"5","Ube2g2"
"4931406C07Rik1",9.91154467290827e-08,0.600896983886815,0.204,0.096,0.00215328308018932,"5","4931406C07Rik"
"Snx42",1.00553329256153e-07,0.351937142830545,0.375,0.215,0.00218452107808993,"5","Snx4"
"Fam219b",1.01267281917866e-07,1.10126164937251,0.106,0.036,0.00220003169966564,"5","Fam219b"
"Jmjd81",1.02049569770909e-07,0.557161112226983,0.208,0.097,0.00221702690327299,"5","Jmjd8"
"Ncbp21",1.04971018195208e-07,0.560362662653139,0.31,0.173,0.0022804953702909,"5","Ncbp2"
"Sipa1l21",1.07600300063848e-07,0.349752879200291,0.421,0.25,0.0023376165188871,"5","Sipa1l2"
"Gpn11",1.07659784950304e-07,0.8926465991838,0.144,0.057,0.00233890882804536,"5","Gpn1"
"2510002D24Rik1",1.09351078916929e-07,0.874635885937804,0.19,0.086,0.00237565218947028,"5","2510002D24Rik"
"Snx173",1.10383383419312e-07,0.364870798983855,0.435,0.261,0.00239807900478456,"5","Snx17"
"Nbr1",1.10678716754494e-07,0.342536749527307,0.38,0.22,0.00240449512149138,"5","Nbr1"
"Hfe",1.13229824244437e-07,0.591498008848137,0.111,0.039,0.0024599179317104,"5","Hfe"
"Rarb",1.15692532718232e-07,0.884479549058813,0.139,0.055,0.00251342027330358,"5","Rarb"
"Lsm71",1.16881385317682e-07,0.384074327717304,0.236,0.117,0.00253924809602663,"5","Lsm7"
"Prkag11",1.17235574516457e-07,0.484292943881832,0.273,0.144,0.00254694285637004,"5","Prkag1"
"Aamdc1",1.17241839261804e-07,0.317893803902034,0.329,0.18,0.0025470789579627,"5","Aamdc"
"Ebag91",1.17678046301682e-07,0.816485030674776,0.181,0.08,0.00255655555590404,"5","Ebag9"
"Hmgb31",1.18035212167414e-07,0.78498541502545,0.134,0.052,0.00256431498433706,"5","Hmgb3"
"Cyb5b1",1.19809801802579e-07,0.513467152218535,0.236,0.117,0.00260286794416103,"5","Cyb5b"
"Mzt11",1.21765031929022e-07,0.698385412530071,0.25,0.13,0.002645345318658,"5","Mzt1"
"Ubap2",1.23781099248072e-07,0.267942250797524,0.37,0.212,0.00268914438116436,"5","Ubap2"
"Cwf19l21",1.24105661167382e-07,0.336723101963645,0.315,0.171,0.00269619548886138,"5","Cwf19l2"
"Pdzd111",1.27309837928599e-07,0.527064804966611,0.241,0.119,0.00276580622899882,"5","Pdzd11"
"Lrp10",1.2898534317547e-07,0.358875853124992,0.352,0.2,0.00280220658048709,"5","Lrp10"
"Plxnb12",1.30785728827556e-07,0.386620578481372,0.375,0.224,0.00284131995877865,"5","Plxnb1"
"Eif2b52",1.31923123898014e-07,0.656893505582218,0.208,0.098,0.00286602986668435,"5","Eif2b5"
"Ppp3cb",1.32308106499325e-07,0.293729150027162,0.468,0.298,0.00287439361369783,"5","Ppp3cb"
"Prps22",1.33615807496916e-07,0.546646849174182,0.25,0.126,0.0029028034178705,"5","Prps2"
"Rbmx2",1.33773675420981e-07,0.99074940172068,0.111,0.039,0.00290623309852081,"5","Rbmx2"
"Get41",1.35351260893837e-07,0.437249329882001,0.324,0.181,0.00294050614291861,"5","Get4"
"Srpk3",1.35486106227889e-07,0.87974866542491,0.125,0.047,0.00294343565780088,"5","Srpk3"
"Slc25a121",1.36279709788697e-07,0.453741330095612,0.352,0.204,0.00296067669515943,"5","Slc25a12"
"Dgcr61",1.37772012306002e-07,0.57842331578442,0.278,0.149,0.00299309696734789,"5","Dgcr6"
"Gle1",1.37986287605216e-07,0.627949222589517,0.231,0.115,0.00299775209822331,"5","Gle1"
"Mylk3",1.39216474227221e-07,0.271661275971809,1,0.901,0.00302447790258637,"5","Mylk"
"Ccnq",1.40595746975931e-07,1.04974314346968,0.111,0.039,0.0030544426030521,"5","Ccnq"
"Dhx16",1.41675627837929e-07,0.404993899466021,0.171,0.074,0.003077903014779,"5","Dhx16"
"Dhrs41",1.42092300257259e-07,0.533589428590881,0.241,0.12,0.00308695522308896,"5","Dhrs4"
"Fktn1",1.44989149921896e-07,0.415631626225415,0.176,0.077,0.0031498892820532,"5","Fktn"
"Ap4s13",1.45602878701197e-07,0.272177628000866,0.37,0.213,0.0031632225397835,"5","Ap4s1"
"Anapc162",1.46977110330842e-07,0.501359564159828,0.458,0.293,0.00319307772193755,"5","Anapc16"
"Ube2g11",1.48144955131163e-07,0.297869885337442,0.329,0.18,0.00321844915022451,"5","Ube2g1"
"Thap112",1.51905630900761e-07,0.598994896771772,0.231,0.113,0.00330014983131904,"5","Thap11"
"Bola21",1.52468029806152e-07,0.284199931833439,0.384,0.223,0.00331236794753865,"5","Bola2"
"Rbck1",1.53055683484542e-07,0.283823275915497,0.296,0.158,0.00332513472370167,"5","Rbck1"
"Mkks1",1.53467840715172e-07,1.02132126430657,0.139,0.055,0.0033340888395371,"5","Mkks"
"Tmem1401",1.55888268127711e-07,0.250091885013234,0.245,0.121,0.00338667262507452,"5","Tmem140"
"Sdhaf11",1.57527353112458e-07,0.98326988111636,0.204,0.098,0.00342228174636816,"5","Sdhaf1"
"Tigd21",1.57766535230778e-07,0.84019517947392,0.162,0.069,0.00342747797788865,"5","Tigd2"
"Itfg2",1.58879232529396e-07,0.880695045723427,0.125,0.047,0.00345165132670113,"5","Itfg2"
"Coq10a2",1.59517749052852e-07,0.745787004776161,0.19,0.087,0.00346552309817321,"5","Coq10a"
"Surf22",1.60800112738474e-07,0.274579610407528,0.255,0.129,0.00349338244924335,"5","Surf2"
"Wdfy11",1.63214350233551e-07,0.405416361489062,0.403,0.241,0.0035458317588239,"5","Wdfy1"
"Wdr181",1.66959187790282e-07,0.674816997080102,0.194,0.089,0.00362718835474387,"5","Wdr18"
"Mgat32",1.67203627618725e-07,0.949512405815875,0.194,0.09,0.00363249881001679,"5","Mgat3"
"Nr2f61",1.70054856816868e-07,0.505518462363141,0.329,0.185,0.00369444176434647,"5","Nr2f6"
"Gnpat2",1.7373342152842e-07,0.559176132121303,0.324,0.185,0.00377435858270493,"5","Gnpat"
"Tpra1",1.74335495039288e-07,0.502767540471349,0.125,0.047,0.00378743862972853,"5","Tpra1"
"Wbp21",1.77203752242498e-07,0.344618766807197,0.468,0.306,0.00384975151746828,"5","Wbp2"
"Crat2",1.78207671997962e-07,0.410004906183617,0.361,0.208,0.00387156167415572,"5","Crat"
"Znhit11",1.78671116674088e-07,0.50352251618294,0.292,0.158,0.00388163000974456,"5","Znhit1"
"Ik1",1.79202817833133e-07,0.346551471154199,0.528,0.347,0.00389318121742482,"5","Ik"
"Plekha33",1.80352979649475e-07,0.393529446677023,0.468,0.296,0.00391816848288484,"5","Plekha3"
"Bex43",1.81423331982815e-07,0.551989648500229,0.319,0.177,0.00394142188732666,"5","Bex4"
"Palld3",1.81771840676418e-07,0.298679905689769,0.972,0.725,0.00394899323869519,"5","Palld"
"Fbxl6",1.83988597954202e-07,0.985440962442834,0.102,0.034,0.00399715229055503,"5","Fbxl6"
"Fam98b1",1.85055904421992e-07,0.476300310699338,0.241,0.122,0.00402033952356777,"5","Fam98b"
"Snrnp2002",1.85482910802461e-07,0.349250159010891,0.426,0.259,0.00402961623718347,"5","Snrnp200"
"Timm501",1.87422876548617e-07,0.754102152164015,0.171,0.076,0.00407176199301871,"5","Timm50"
"Cept11",1.87942424174936e-07,0.57889287721536,0.176,0.078,0.00408304916520048,"5","Cept1"
"Hspa141",1.89320072616339e-07,0.292506498926997,0.213,0.1,0.00411297857758996,"5","Hspa14"
"Tm6sf11",1.89739807488751e-07,0.3545461467197,0.31,0.173,0.00412209731769312,"5","Tm6sf1"
"Zfand2b1",1.90597052626152e-07,0.515696363094642,0.176,0.077,0.00414072096830316,"5","Zfand2b"
"Cnot111",1.94796453195155e-07,0.643956053356571,0.167,0.073,0.00423195294566475,"5","Cnot11"
"Hdac92",1.97704457958892e-07,0.696750839908625,0.273,0.147,0.00429512934915692,"5","Hdac9"
"Sntb12",1.98126275456666e-07,0.426844322839541,0.463,0.29,0.00430429333429608,"5","Sntb1"
"Cep162",1.98540474685374e-07,0.67422220080197,0.13,0.05,0.00431329181253974,"5","Cep162"
"Acyp11",2.01615666452874e-07,0.484147089232514,0.287,0.154,0.00438010035368869,"5","Acyp1"
"Slc25a171",2.04019902404191e-07,0.438067210639359,0.278,0.149,0.00443233237973104,"5","Slc25a17"
"Mapk91",2.04578093376009e-07,0.251861076811834,0.255,0.129,0.0044444590785938,"5","Mapk9"
"Faim",2.05958973496493e-07,0.746929856595121,0.13,0.05,0.00447445869921131,"5","Faim"
"Marf11",2.10185706429618e-07,0.263350395633019,0.384,0.225,0.00456628447218346,"5","Marf1"
"Cdk15",2.15844032755358e-07,0.940750391976855,0.13,0.05,0.00468921161161016,"5","Cdk15"
"A430005L14Rik1",2.17646838577316e-07,1.01675637022542,0.181,0.081,0.00472837756809218,"5","A430005L14Rik"
"Meaf61",2.18417913760674e-07,0.529015442665453,0.241,0.122,0.00474512917645064,"5","Meaf6"
"Bin12",2.19307352475099e-07,0.276850586411323,0.468,0.29,0.00476445223252152,"5","Bin1"
"Ciapin1",2.19717637037023e-07,0.417987336019903,0.194,0.088,0.00477336566462932,"5","Ciapin1"
"Cdk41",2.19792566184546e-07,0.364588641850722,0.269,0.14,0.00477499350035926,"5","Cdk4"
"Ccdc28b2",2.26076943323462e-07,0.499319499771779,0.236,0.118,0.00491152159370221,"5","Ccdc28b"
"5033428I22Rik",2.28403548548652e-07,0.712349267493723,0.106,0.037,0.00496206709221947,"5","5033428I22Rik"
"Exoc7",2.3499556443543e-07,0.557531917014334,0.227,0.112,0.00510527863735971,"5","Exoc7"
"Mgrn13",2.36149087985733e-07,0.539651433052081,0.389,0.232,0.00513033893649006,"5","Mgrn1"
"Inpp5b2",2.37882852554948e-07,0.302034021508551,0.222,0.108,0.00516800497175625,"5","Inpp5b"
"Cfap2982",2.39101397274677e-07,0.668985680720854,0.176,0.079,0.00519447785579237,"5","Cfap298"
"Katnbl1",2.39269900860078e-07,0.296119241323744,0.167,0.072,0.00519813859618519,"5","Katnbl1"
"Rfxap",2.42911733325044e-07,0.467230764620743,0.199,0.093,0.00527725740648657,"5","Rfxap"
"Nemp1",2.43534896555229e-07,0.886321952571711,0.116,0.043,0.00529079562766236,"5","Nemp1"
"Slc50a12",2.45604606316832e-07,0.280577834939367,0.343,0.194,0.00533576007223316,"5","Slc50a1"
"Cryzl11",2.50485798571514e-07,0.527032002039642,0.315,0.179,0.00544180397396613,"5","Cryzl1"
"Vamp51",2.53900465144715e-07,0.294615893197318,0.162,0.069,0.00551598760526893,"5","Vamp5"
"Zmiz21",2.53925080814212e-07,0.47529672090507,0.301,0.163,0.00551652238068875,"5","Zmiz2"
"Ttc371",2.56259034413002e-07,0.521018082737058,0.199,0.093,0.00556722752262247,"5","Ttc37"
"Mrpl451",2.58779362263089e-07,0.768223420035962,0.19,0.09,0.00562198164516562,"5","Mrpl45"
"Mpg1",2.5966129890864e-07,1.01352220612076,0.153,0.065,0.00564114171879021,"5","Mpg"
"Dnajc17",2.61864573334343e-07,0.997698379587896,0.12,0.045,0.0056890078556886,"5","Dnajc17"
"Zfp7151",2.63778448529866e-07,0.458037251752673,0.157,0.066,0.00573058679431134,"5","Zfp715"
"Mrpl282",2.65848619281392e-07,0.330937801227405,0.361,0.212,0.00577556125388824,"5","Mrpl28"
"Ppp1r351",2.71424893236744e-07,0.946454147359714,0.148,0.062,0.00589670580556825,"5","Ppp1r35"
"Nt5c31",2.73075559466161e-07,0.353572264337603,0.19,0.087,0.00593256652940234,"5","Nt5c3"
"Washc31",2.74160824984474e-07,0.473312736205771,0.227,0.113,0.00595614392278771,"5","Washc3"
"Elk31",2.74252136894585e-07,0.301362701194259,0.264,0.136,0.00595812767403486,"5","Elk3"
