"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pias3",1.58210765442212e-21,0.752250897803996,0.118,0.053,3.43712887923206e-17,"3","Pias3"
"Tmem50b",1.58753879895678e-21,0.45644752707096,0.261,0.16,3.44892804073361e-17,"3","Tmem50b"
"Eif2b3",1.65192762913984e-21,0.734348676029773,0.17,0.091,3.58881277430631e-17,"3","Eif2b3"
"Prkra",1.69432487629996e-21,0.66950034017737,0.155,0.079,3.68092079376167e-17,"3","Prkra"
"Serpinb9",1.7512976289307e-21,0.676063252798162,0.207,0.119,3.80469409885194e-17,"3","Serpinb9"
"Coq10a1",1.85929460122908e-21,0.650557028435289,0.151,0.077,4.03931752117018e-17,"3","Coq10a"
"Wdr45",2.01308651698483e-21,0.531408610550974,0.178,0.097,4.37343045814954e-17,"3","Wdr45"
"Crhr21",2.12628611821361e-21,0.634794693558357,0.159,0.081,4.61935659181907e-17,"3","Crhr2"
"Sbspon1",2.13414581417857e-21,1.1318132898418,0.118,0.053,4.63643178130295e-17,"3","Sbspon"
"Ntrk32",2.19255433763369e-21,0.305696737090683,0.253,0.153,4.76332429850919e-17,"3","Ntrk3"
"Pacsin3",2.2610436800704e-21,0.636557643153026,0.227,0.136,4.91211739495295e-17,"3","Pacsin3"
"Drg2",2.26191062601335e-21,0.667577520510488,0.13,0.061,4.914000835014e-17,"3","Drg2"
"Trpc3",2.41931599404153e-21,0.607771414524107,0.246,0.15,5.25596399705523e-17,"3","Trpc3"
"Tnfaip1",2.43435453881906e-21,0.343094873435885,0.303,0.194,5.28863523558441e-17,"3","Tnfaip1"
"Mrpl19",2.63910635825471e-21,0.688195722814593,0.14,0.069,5.73345856330836e-17,"3","Mrpl19"
"1110008P14Rik",2.66555443419446e-21,0.637756808351001,0.155,0.08,5.79091700828746e-17,"3","1110008P14Rik"
"Gltp",2.66949645355762e-21,0.426263271016019,0.234,0.141,5.79948104535392e-17,"3","Gltp"
"Sf3a3",2.70770812910407e-21,0.504581546312096,0.197,0.11,5.8824959104786e-17,"3","Sf3a3"
"Phospho2",2.87345539688031e-21,0.736821258245999,0.105,0.045,6.24258184972246e-17,"3","Phospho2"
"Cnot3",2.92451537615875e-21,0.374126845086135,0.24,0.143,6.35350965470489e-17,"3","Cnot3"
"Paics",2.95282492432641e-21,0.255481138858439,0.347,0.233,6.41501214809912e-17,"3","Paics"
"Ufd1",2.96883411197629e-21,0.45771862761799,0.235,0.14,6.4497921082685e-17,"3","Ufd1"
"Usp40",3.12587259653029e-21,0.755091372278669,0.111,0.048,6.79095821596205e-17,"3","Usp40"
"Slc50a11",3.37409050203762e-21,0.25715925453796,0.284,0.181,7.33021161567672e-17,"3","Slc50a1"
"2310039H08Rik1",3.49718491761777e-21,0.704344044499642,0.207,0.121,7.59763423352462e-17,"3","2310039H08Rik"
"Wbp1",3.50701231479309e-21,0.460010964222369,0.22,0.129,7.61898425388799e-17,"3","Wbp1"
"Ppp1r9a1",3.53810209053245e-21,0.399082600329585,0.292,0.185,7.68652679168175e-17,"3","Ppp1r9a"
"Lrrc42",3.71715579475587e-21,0.690859627516227,0.156,0.08,8.07552096410713e-17,"3","Lrrc42"
"Chmp6",4.439723667104e-21,0.696670567725416,0.127,0.06,9.64529966678343e-17,"3","Chmp6"
"Ccnt21",4.90521319221478e-21,0.27405951509536,0.248,0.148,1.06565756600866e-16,"3","Ccnt2"
"Bccip",5.18213703310616e-21,0.357912780118564,0.325,0.219,1.12581927044231e-16,"3","Bccip"
"Guf1",5.30149455939196e-21,0.647995531998738,0.132,0.063,1.1517496930279e-16,"3","Guf1"
"Art3",5.38968235506065e-21,0.587668771603115,0.205,0.115,1.17090849163693e-16,"3","Art3"
"Tmem203",5.46373415253577e-21,1.03210729767526,0.101,0.042,1.1869962446384e-16,"3","Tmem203"
"Tmem63b",5.74454687065508e-21,0.54747951051389,0.237,0.144,1.24800280764982e-16,"3","Tmem63b"
"Rab11fip2",5.96093632257487e-21,0.467838296848016,0.289,0.186,1.29501341607939e-16,"3","Rab11fip2"
"Arl8a",6.02858869353834e-21,0.290689858060347,0.263,0.162,1.3097108936712e-16,"3","Arl8a"
"5730409E04Rik",6.22631473221109e-21,1.07214771288045,0.112,0.05,1.35266687557286e-16,"3","5730409E04Rik"
"Cav31",6.72465814180443e-21,0.792685619601938,0.155,0.08,1.46093198130701e-16,"3","Cav3"
"Usf2",6.9476119491396e-21,0.380781377273032,0.316,0.207,1.50936869595058e-16,"3","Usf2"
"A430018G15Rik",7.29865937967375e-21,0.937879366896385,0.123,0.058,1.58563375023412e-16,"3","A430018G15Rik"
"Akap17b",7.30022413829331e-21,0.80031977149416,0.167,0.089,1.58597369404422e-16,"3","Akap17b"
"Stx8",7.41133195618866e-21,0.254129474427858,0.213,0.124,1.61011186748199e-16,"3","Stx8"
"Urm1",8.35367308843873e-21,0.548650398691755,0.149,0.076,1.81483547846331e-16,"3","Urm1"
"Cept1",8.78296661913567e-21,0.549489863119685,0.14,0.069,1.90809949800722e-16,"3","Cept1"
"Hagh1",9.2426519491537e-21,0.52941610857888,0.231,0.141,2.00796613595364e-16,"3","Hagh"
"Ak2",9.31658811417664e-21,0.396386380286964,0.202,0.115,2.02402876780487e-16,"3","Ak2"
"Clpx",9.69660438023504e-21,0.312998772016775,0.283,0.179,2.10658730160606e-16,"3","Clpx"
"Nrbf2",1.08117230755838e-20,0.76227001129654,0.153,0.079,2.34884683817059e-16,"3","Nrbf2"
"Stradb",1.08887838069419e-20,0.751555313726394,0.109,0.048,2.36558828205813e-16,"3","Stradb"
"Iffo1",1.11230234279034e-20,0.590824407796258,0.101,0.042,2.41647683971202e-16,"3","Iffo1"
"Akt31",1.11421437969214e-20,0.276749670538777,0.425,0.301,2.42063073988117e-16,"3","Akt3"
"Scnm1",1.13383248629495e-20,0.7858517025385,0.129,0.062,2.46325107647577e-16,"3","Scnm1"
"Nhp2",1.14111701773942e-20,0.426770977833943,0.235,0.142,2.47907672103889e-16,"3","Nhp2"
"Fbxl20",1.17157542808124e-20,0.443939760536547,0.294,0.19,2.54524761750649e-16,"3","Fbxl20"
"Slc33a1",1.20496396749014e-20,0.749494523744006,0.107,0.047,2.61778421937233e-16,"3","Slc33a1"
"Adsl",1.21845117700047e-20,0.637526948489323,0.151,0.077,2.64708518203351e-16,"3","Adsl"
"Tfb2m1",1.22082159213443e-20,0.637291834566794,0.192,0.109,2.65223490891206e-16,"3","Tfb2m"
"Fam114a2",1.27764855340329e-20,0.398669978118243,0.264,0.166,2.77569148226865e-16,"3","Fam114a2"
"Nudt21",1.35658467622048e-20,0.383589481844361,0.251,0.156,2.94718020908899e-16,"3","Nudt21"
"Clns1a",1.39821561053161e-20,0.615089369554399,0.153,0.079,3.03762341387993e-16,"3","Clns1a"
"Snx2",1.51365438880178e-20,0.322553381261968,0.258,0.16,3.28841415967187e-16,"3","Snx2"
"Mrps30",1.51769932111491e-20,0.631169319501971,0.162,0.086,3.29720177512214e-16,"3","Mrps30"
"Dmwd",1.53287993640717e-20,0.345808166333075,0.279,0.179,3.33018166184458e-16,"3","Dmwd"
"Ppt1",1.53472470519052e-20,0.269109621146879,0.318,0.21,3.33418942202641e-16,"3","Ppt1"
"Rpa11",1.54174442126038e-20,0.382008430129439,0.292,0.188,3.34943975518818e-16,"3","Rpa1"
"Rprd2",1.7696667023809e-20,0.363063901270629,0.28,0.178,3.8446009109225e-16,"3","Rprd2"
"Nat9",1.79981381719887e-20,0.788712859121426,0.14,0.07,3.91009551786454e-16,"3","Nat9"
"Mthfd2l",1.83048626357945e-20,0.441626740690209,0.206,0.118,3.97673140762636e-16,"3","Mthfd2l"
"Gga1",1.86157081982876e-20,0.424061021518876,0.223,0.132,4.04426260607798e-16,"3","Gga1"
"Ehd31",1.8946674485961e-20,0.501721268733314,0.231,0.138,4.11616503207502e-16,"3","Ehd3"
"Ino80b",1.97716234828911e-20,0.656183419153901,0.132,0.064,4.29538520165808e-16,"3","Ino80b"
"Ccndbp1",2.03404216940116e-20,0.410173757585096,0.215,0.127,4.41895661302402e-16,"3","Ccndbp1"
"Hcfc2",2.08401514789913e-20,0.783264284907183,0.117,0.054,4.52752290881086e-16,"3","Hcfc2"
"Stoml21",2.11172870378497e-20,0.587939273509143,0.229,0.139,4.58773060897286e-16,"3","Stoml2"
"Kcnj2",2.14420900293648e-20,0.918938115198505,0.196,0.112,4.65829405887951e-16,"3","Kcnj2"
"Camsap11",2.15494907181018e-20,0.412179519148639,0.256,0.159,4.68162685850762e-16,"3","Camsap1"
"Manea",2.19879646260021e-20,0.308785681810638,0.117,0.053,4.77688531499895e-16,"3","Manea"
"Ift27",2.34785531873793e-20,0.354460946854546,0.21,0.123,5.10071567995815e-16,"3","Ift27"
"Vta1",2.37649205251324e-20,0.554331445268867,0.162,0.086,5.162928984085e-16,"3","Vta1"
"Bphl",2.68863552268264e-20,0.504448180362112,0.162,0.085,5.84106067302802e-16,"3","Bphl"
"Spg20",2.71673505114057e-20,0.542049963290144,0.186,0.104,5.90210689860288e-16,"3","Spg20"
"Myg1",2.75663929906294e-20,0.553444996363652,0.166,0.089,5.98879887721424e-16,"3","Myg1"
"Btbd101",2.89845212585309e-20,0.483174800122337,0.289,0.188,6.29688724341585e-16,"3","Btbd10"
"Gipc2",3.00453291660483e-20,0.626493509503061,0.116,0.053,6.52734776132398e-16,"3","Gipc2"
"Aldh4a1",3.35173230559859e-20,0.489167749552448,0.225,0.135,7.28163843391295e-16,"3","Aldh4a1"
"Osbpl2",3.35893125222469e-20,0.681115986405423,0.162,0.086,7.29727814545814e-16,"3","Osbpl2"
"Trim65",3.38330517356349e-20,0.578997552308298,0.116,0.053,7.35023048956669e-16,"3","Trim65"
"Ldah",3.39958586092782e-20,0.786404494107647,0.147,0.076,7.3856002828657e-16,"3","Ldah"
"Lias",3.40190733336664e-20,0.48078278154609,0.194,0.11,7.39064368173903e-16,"3","Lias"
"Ncoa41",3.45665554048286e-20,0.254071534546996,0.348,0.235,7.50958416169901e-16,"3","Ncoa4"
"Msra1",3.77529890644221e-20,0.561061366070032,0.254,0.16,8.20183687424571e-16,"3","Msra"
"Abraxas2",3.84316090344763e-20,0.647098062373488,0.17,0.092,8.34926706273998e-16,"3","Abraxas2"
"Mid1ip1",3.8470025692709e-20,0.276650953048631,0.257,0.159,8.35761308174103e-16,"3","Mid1ip1"
"A430005L14Rik",3.85981053972248e-20,0.676037069020491,0.143,0.072,8.38543839754708e-16,"3","A430005L14Rik"
"Vps26c",3.8613778500987e-20,0.683738129530965,0.119,0.055,8.38884337933942e-16,"3","Vps26c"
"Cdk7",3.87501497542588e-20,0.672416437744348,0.13,0.063,8.41847003411273e-16,"3","Cdk7"
"Psmd14",4.01139795592132e-20,0.524999580493157,0.223,0.134,8.71476205923906e-16,"3","Psmd14"
"Rnf220",4.08150319664657e-20,0.329911193304661,0.245,0.15,8.86706569471468e-16,"3","Rnf220"
"Terf2ip",4.12067399535236e-20,0.544541484876234,0.151,0.077,8.95216425490301e-16,"3","Terf2ip"
"Atn1",4.19629426780188e-20,0.296618643007275,0.389,0.272,9.11644929679958e-16,"3","Atn1"
"Rrm2b",4.24598873260978e-20,0.304800054803903,0.282,0.181,9.22441052159475e-16,"3","Rrm2b"
"Polr3gl",4.61802033133498e-20,0.674083036875438,0.197,0.115,1.00326491698252e-15,"3","Polr3gl"
"Cyb5r4",4.67201717409156e-20,0.484055089987649,0.199,0.115,1.01499573107139e-15,"3","Cyb5r4"
"Selenoh",4.85744344748808e-20,0.625320134005328,0.179,0.1,1.05527958896679e-15,"3","Selenoh"
"Tbx3os11",4.89253630872728e-20,0.375075249469,0.214,0.125,1.062903513071e-15,"3","Tbx3os1"
"Ankrd54",5.10369953543121e-20,1.09177997997319,0.101,0.043,1.10877872407243e-15,"3","Ankrd54"
"Armc3",5.31316316934964e-20,1.27178189173256,0.105,0.046,1.15428469854121e-15,"3","Armc3"
"Cdpf11",5.50455474284198e-20,0.834759741391247,0.158,0.084,1.19586451788242e-15,"3","Cdpf1"
"Flot1",5.54295980690268e-20,0.275800348488423,0.247,0.152,1.20420801804961e-15,"3","Flot1"
"Akr1b101",5.67377234081458e-20,1.00852441673613,0.172,0.096,1.23262704104197e-15,"3","Akr1b10"
"Rtcb",5.71075316065884e-20,0.381373597443626,0.277,0.179,1.24066112415313e-15,"3","Rtcb"
"Fxr21",6.23788778992461e-20,0.423075169301525,0.258,0.164,1.35518112236112e-15,"3","Fxr2"
"Hsdl2",6.33028065753083e-20,0.415469101836675,0.233,0.143,1.37525347284857e-15,"3","Hsdl2"
"Mplkip1",6.33127095759645e-20,0.341354528313781,0.211,0.123,1.37546861553783e-15,"3","Mplkip"
"Fbxo211",6.3940559978467e-20,0.723693142155525,0.205,0.12,1.38910866553219e-15,"3","Fbxo21"
"Fam53a",6.73927577071153e-20,0.502971677074463,0.18,0.101,1.46410766118708e-15,"3","Fam53a"
"Elp3",6.80207121126908e-20,0.84711785183422,0.137,0.068,1.47774997064821e-15,"3","Elp3"
"Sumf1",7.04358752076675e-20,0.684813683980722,0.17,0.093,1.53021938888658e-15,"3","Sumf1"
"Exosc5",7.44468714776103e-20,0.843616259072788,0.142,0.073,1.61735828285108e-15,"3","Exosc5"
"Ptgr11",7.68197598398435e-20,0.718154408696146,0.145,0.074,1.6689092825206e-15,"3","Ptgr1"
"Cc2d2a",7.71773987554228e-20,0.428177823293267,0.263,0.166,1.67667898796156e-15,"3","Cc2d2a"
"Rbm17",7.91328280971659e-20,0.367715593796217,0.294,0.195,1.71916069041093e-15,"3","Rbm17"
"Mageh1",8.19424053123448e-20,0.770699422599664,0.149,0.077,1.78019875541069e-15,"3","Mageh1"
"Sacm1l",8.44432626853755e-20,0.430012266281189,0.29,0.189,1.83452988183978e-15,"3","Sacm1l"
"Nabp2",8.63250120021385e-20,0.522886639499784,0.242,0.152,1.87541088574646e-15,"3","Nabp2"
"Borcs7",8.98665988507595e-20,0.553767185504864,0.2,0.117,1.95235186003275e-15,"3","Borcs7"
"Ntmt1",9.01555735386186e-20,0.854585882471817,0.12,0.057,1.95862983512649e-15,"3","Ntmt1"
"Oma1",9.87311395824309e-20,0.84374941953426,0.105,0.046,2.14493400742831e-15,"3","Oma1"
"Tipin",1.0022606351556e-19,0.603715139267867,0.14,0.071,2.17741122987555e-15,"3","Tipin"
"Kmt2b",1.00539266965142e-19,0.443188459203453,0.194,0.11,2.18421557481771e-15,"3","Kmt2b"
"Sh2b1",1.03720212928898e-19,0.745575768978009,0.178,0.099,2.2533216258803e-15,"3","Sh2b1"
"Krba1",1.07505287960306e-19,0.761284718935009,0.108,0.048,2.33555238093765e-15,"3","Krba1"
"Cant1",1.08558672013083e-19,0.426264093778682,0.161,0.086,2.35843714948423e-15,"3","Cant1"
"Ctxn11",1.08864722528077e-19,0.995992768442435,0.136,0.068,2.36508609692248e-15,"3","Ctxn1"
"Eif4e3",1.10731797733213e-19,0.425068128069774,0.245,0.152,2.40564830575405e-15,"3","Eif4e3"
"Ciao2a",1.12093770189676e-19,0.51160724420309,0.183,0.103,2.4352371573707e-15,"3","Ciao2a"
"Cbx51",1.130456739673e-19,0.276433042749439,0.337,0.228,2.45591726693959e-15,"3","Cbx5"
"Snrnp40",1.1602485796468e-19,0.524700072404505,0.132,0.065,2.52064003928267e-15,"3","Snrnp40"
"Cdkn2c",1.20328384654909e-19,0.343247771383389,0.196,0.113,2.6141341566279e-15,"3","Cdkn2c"
"Tusc21",1.24418575841617e-19,0.35259780482623,0.166,0.089,2.70299356015913e-15,"3","Tusc2"
"Cyld",1.24539493932336e-19,0.428654038876123,0.254,0.16,2.70562050567999e-15,"3","Cyld"
"Emc81",1.30954229387054e-19,0.542312874007371,0.226,0.136,2.84498063343375e-15,"3","Emc8"
"Cgrrf1",1.33694044053297e-19,0.3337534804358,0.209,0.123,2.90450310705787e-15,"3","Cgrrf1"
"Gpc41",1.45107368275532e-19,0.469720048777911,0.234,0.143,3.15245757578594e-15,"3","Gpc4"
"Crnkl1",1.49687421470333e-19,0.318412208231834,0.149,0.077,3.25195923144299e-15,"3","Crnkl1"
"Csad",1.50743025820167e-19,0.341357071422768,0.216,0.129,3.27489223594313e-15,"3","Csad"
"Schip1",1.50893195888374e-19,0.268379135855958,0.282,0.181,3.27815468067493e-15,"3","Schip1"
"Timm22",1.54857880409084e-19,0.759056120886828,0.166,0.091,3.36428745188735e-15,"3","Timm22"
"Tspyl4",1.5874313058784e-19,0.965605136825007,0.123,0.059,3.44869451202082e-15,"3","Tspyl4"
"Thap12",1.65515352281635e-19,0.250535751655323,0.328,0.22,3.59582102831852e-15,"3","Thap12"
"Cnrip1",1.72937581887613e-19,0.594027453820161,0.132,0.065,3.75706896650839e-15,"3","Cnrip1"
"Spg21",1.91920556127928e-19,0.316877955627283,0.275,0.176,4.16947408187924e-15,"3","Spg21"
"Uqcc1",1.92251809894043e-19,0.603162837111055,0.173,0.096,4.17667056994808e-15,"3","Uqcc1"
"Slc25a12",1.96357140395014e-19,0.345875772888843,0.292,0.191,4.26585887508167e-15,"3","Slc25a12"
"Asna1",1.98152061768436e-19,0.555170263313616,0.191,0.11,4.30485354191927e-15,"3","Asna1"
"Zfp68",2.02212808800159e-19,0.504571858206963,0.185,0.104,4.39307327118345e-15,"3","Zfp68"
"Fam98b",2.02235487319223e-19,0.483172054480759,0.194,0.111,4.39356596201012e-15,"3","Fam98b"
"Mfap3",2.35098166842654e-19,0.790290240181403,0.137,0.069,5.10750767465665e-15,"3","Mfap3"
"Tprkb",2.42018389654962e-19,0.685977505010003,0.145,0.075,5.25784951525405e-15,"3","Tprkb"
"Mus81",2.42668638213277e-19,1.00977740683701,0.105,0.047,5.27197616518344e-15,"3","Mus81"
"Endod11",2.5927540551795e-19,0.362889565992198,0.294,0.19,5.63275818487747e-15,"3","Endod1"
"1110012L19Rik",2.68334074093389e-19,0.808909574834491,0.106,0.048,5.82955775967887e-15,"3","1110012L19Rik"
"Sft2d1",2.8424160212036e-19,0.46182531887752,0.123,0.059,6.17514880606482e-15,"3","Sft2d1"
"Cd99l2",2.9099631019796e-19,0.434444191679822,0.242,0.151,6.32189483905069e-15,"3","Cd99l2"
"Dusp19",2.97690514996415e-19,1.06602042624884,0.104,0.047,6.46732643829712e-15,"3","Dusp19"
"Dnaja3",3.06332894754742e-19,0.773777710497947,0.131,0.066,6.65508213854678e-15,"3","Dnaja3"
"Kcnk31",3.17533491938645e-19,0.845142124036347,0.158,0.084,6.89841511236707e-15,"3","Kcnk3"
"C1qtnf12",3.24777883613021e-19,0.58020269577594,0.172,0.096,7.05579952149289e-15,"3","C1qtnf12"
"Yipf1",3.71141429094863e-19,0.681521766956446,0.16,0.087,8.06304754708589e-15,"3","Yipf1"
"Ifi35",3.73606830191413e-19,0.37634261455406,0.199,0.116,8.11660838590845e-15,"3","Ifi35"
"Erlec11",3.84417769800406e-19,0.256926146910137,0.249,0.155,8.35147604891382e-15,"3","Erlec1"
"St6galnac21",3.91999565691566e-19,0.370651099062093,0.182,0.103,8.51619056464928e-15,"3","St6galnac2"
"Plgrkt1",3.94329078072616e-19,0.411323706222781,0.177,0.099,8.56679922112759e-15,"3","Plgrkt"
"Cmc2",3.98139291928584e-19,0.737533595178497,0.168,0.094,8.6495761171485e-15,"3","Cmc2"
"Fnta",4.14415346062006e-19,0.293244318585686,0.273,0.179,9.00317339319707e-15,"3","Fnta"
"Nthl1",4.70567486120232e-19,0.862173742654884,0.113,0.053,1.0223078635962e-14,"3","Nthl1"
"Rars",4.72645403457615e-19,0.517677496704611,0.196,0.114,1.02682213901167e-14,"3","Rars"
"Vma21",4.73092761651546e-19,0.284779944354401,0.263,0.168,1.02779402468798e-14,"3","Vma21"
"Klhl28",4.80394493585711e-19,0.553015931597771,0.113,0.052,1.04365703731496e-14,"3","Klhl28"
"Gatd1",4.8169666025496e-19,0.899241291274988,0.131,0.066,1.0464859944039e-14,"3","Gatd1"
"Serhl",5.05283466306113e-19,0.942411391123694,0.131,0.065,1.09772833055003e-14,"3","Serhl"
"Kctd2",5.06153048122233e-19,0.307089541456481,0.18,0.101,1.09961749704555e-14,"3","Kctd2"
"Rilpl2",5.11523438204388e-19,0.536700498481731,0.145,0.075,1.11128466949903e-14,"3","Rilpl2"
"Inpp5k",5.17526937936604e-19,0.563191373740486,0.17,0.094,1.12432727266727e-14,"3","Inpp5k"
"Dars",5.21915667210002e-19,0.274840727489601,0.24,0.148,1.13386178701373e-14,"3","Dars"
"Usf3",5.30716801837493e-19,0.407712704620633,0.2,0.116,1.15298225199195e-14,"3","Usf3"
"Ccdc90b",5.32978769068089e-19,0.428504961332155,0.18,0.101,1.15789637580042e-14,"3","Ccdc90b"
"2510039O18Rik",5.50231138238091e-19,0.413491758044356,0.16,0.086,1.19537714782225e-14,"3","2510039O18Rik"
"Mvb12a",5.55244276534343e-19,0.493764761026038,0.196,0.115,1.20626819077086e-14,"3","Mvb12a"
"Washc3",5.74696884342346e-19,0.548832803091209,0.18,0.103,1.24852898123375e-14,"3","Washc3"
"Tfdp2",5.78325084683018e-19,0.299956275421068,0.268,0.173,1.25641124647386e-14,"3","Tfdp2"
"Zfp4451",6.09133905654061e-19,0.259210544605453,0.251,0.155,1.32334341003345e-14,"3","Zfp445"
"Rpap3",6.55541117547048e-19,0.718669769023836,0.15,0.08,1.42416307787096e-14,"3","Rpap3"
"Fdx2",6.70632321763867e-19,0.371147134390275,0.172,0.094,1.456948719032e-14,"3","Fdx2"
"Lcmt1",6.90677741772253e-19,0.556028128297482,0.155,0.083,1.50049739400022e-14,"3","Lcmt1"
"Hist1h4d1",6.91527365547428e-19,0.523421128061962,0.163,0.089,1.50234320165179e-14,"3","Hist1h4d"
"Tada3",8.12650207701339e-19,0.772632945715274,0.147,0.077,1.76548257623116e-14,"3","Tada3"
"Fktn",9.00104608641923e-19,0.481778276152182,0.135,0.068,1.95547726227458e-14,"3","Fktn"
"Nkiras1",9.1092799755516e-19,0.669325736420979,0.141,0.073,1.97899107468859e-14,"3","Nkiras1"
"Sf3a1",9.11385619982278e-19,0.617243433751326,0.202,0.12,1.9799852594115e-14,"3","Sf3a1"
"Pfkm1",9.95107396839129e-19,0.547410467872041,0.235,0.148,2.16187081963301e-14,"3","Pfkm"
"Pex7",1.03610170194419e-18,0.579912609252221,0.147,0.077,2.25093094747374e-14,"3","Pex7"
"Tigd2",1.09940405628594e-18,0.479162177042651,0.124,0.06,2.38845531228121e-14,"3","Tigd2"
"Bcl2l12",1.1162111350683e-18,0.974579707551213,0.107,0.049,2.42496869093589e-14,"3","Bcl2l12"
"Pdgfd",1.12090829080501e-18,0.43085249334617,0.221,0.135,2.43517326177388e-14,"3","Pdgfd"
"Ash2l",1.1733311813958e-18,0.691380765095261,0.158,0.086,2.54906199158237e-14,"3","Ash2l"
"Trmt10c",1.21232236136379e-18,0.508731376434549,0.102,0.045,2.63377033006283e-14,"3","Trmt10c"
"Zc3h6",1.24079598257723e-18,0.739125033927233,0.155,0.084,2.69562927214903e-14,"3","Zc3h6"
"Vps26a",1.42446226032713e-18,0.339529324643705,0.253,0.163,3.0946442605607e-14,"3","Vps26a"
"Tet1",1.42557482078376e-18,0.643195437740969,0.125,0.062,3.09706129815273e-14,"3","Tet1"
"Ak31",1.56347034472126e-18,0.289217719226833,0.272,0.177,3.39663932390694e-14,"3","Ak3"
"Dgkg",1.60080120152846e-18,0.385335661349067,0.3,0.202,3.47774061032059e-14,"3","Dgkg"
"Hmg20a",1.62621499766787e-18,0.397402053958916,0.218,0.133,3.53295208243345e-14,"3","Hmg20a"
"Acbd6",1.64468264544715e-18,0.307073311240518,0.278,0.181,3.57307304723393e-14,"3","Acbd6"
"Slc35a4",1.68225839455469e-18,0.541713061063845,0.179,0.103,3.65470636217006e-14,"3","Slc35a4"
"Blzf1",1.71188527047899e-18,0.632252951976787,0.137,0.07,3.71907075011561e-14,"3","Blzf1"
"Snhg6",1.7201290059414e-18,0.294464292492699,0.258,0.165,3.73698026540769e-14,"3","Snhg6"
"Map3k10",1.74992064680903e-18,0.594254450445095,0.119,0.057,3.80170260519261e-14,"3","Map3k10"
"Mrpl39",1.82847736223723e-18,0.720431618622768,0.119,0.057,3.97236706946037e-14,"3","Mrpl39"
"Mgrn11",2.02586275535246e-18,0.307721276391166,0.319,0.219,4.40118683600322e-14,"3","Mgrn1"
"Gm34829",2.14947772694299e-18,0.904729921669196,0.16,0.088,4.66974036178364e-14,"3","Gm34829"
"Pptc7",2.22202967178371e-18,0.281892154588182,0.256,0.163,4.8273594619501e-14,"3","Pptc7"
"Mettl5",2.23184307065937e-18,0.707204135813932,0.131,0.066,4.84867907100747e-14,"3","Mettl5"
"Gm4876",2.23712544848469e-18,0.783712202105536,0.119,0.058,4.86015503683299e-14,"3","Gm4876"
"Ap1m1",2.23975726050878e-18,0.574190532845411,0.181,0.104,4.86587264845531e-14,"3","Ap1m1"
"Cluh1",2.3964163919177e-18,0.366014111932635,0.29,0.194,5.20621461144121e-14,"3","Cluh"
"Ethe1",2.538016641828e-18,0.329549032532331,0.253,0.161,5.51384115437134e-14,"3","Ethe1"
"Nfx11",2.63053481086921e-18,0.276773257147644,0.26,0.168,5.71483687661335e-14,"3","Nfx1"
"Eef1akmt1",2.65739423550663e-18,0.649426136994212,0.106,0.049,5.77318897663814e-14,"3","Eef1akmt1"
"Mis12",2.76265953061135e-18,0.902722961554093,0.109,0.051,6.00187783025315e-14,"3","Mis12"
"Cnnm21",2.82485545305858e-18,0.272725410899704,0.359,0.25,6.13699847176976e-14,"3","Cnnm2"
"Exosc8",2.93904818187723e-18,0.540267623014593,0.154,0.083,6.38508217512828e-14,"3","Exosc8"
"Haghl",3.06989523957671e-18,0.804821363837135,0.114,0.055,6.6693474079804e-14,"3","Haghl"
"Actr3b1",3.07120450454643e-18,0.904687367718865,0.164,0.092,6.67219178612711e-14,"3","Actr3b"
"H2-Ke6",3.11848284228862e-18,0.46169250433763,0.207,0.125,6.77490397487202e-14,"3","H2-Ke6"
"Ptges2",3.17169792280228e-18,0.737090535764909,0.133,0.068,6.89051373728796e-14,"3","Ptges2"
"Mrpl45",3.19518139834514e-18,0.636111033668162,0.15,0.081,6.94153158790482e-14,"3","Mrpl45"
"Bcl2l2",3.31880671511062e-18,0.328459406507198,0.223,0.136,7.21010758857782e-14,"3","Bcl2l2"
"Trabd",3.36134788499494e-18,0.523309334551282,0.119,0.058,7.30252828015151e-14,"3","Trabd"
"Trappc2",3.7347249097516e-18,0.647108906394034,0.108,0.05,8.11368986643535e-14,"3","Trappc2"
"Mfap1a",3.96738978739925e-18,0.387298849208867,0.275,0.182,8.61915431312488e-14,"3","Mfap1a"
"Vamp5",4.03734752436081e-18,0.737742644868684,0.123,0.061,8.77113749667387e-14,"3","Vamp5"
"Rps19bp1",4.06441392587189e-18,0.588634286118559,0.151,0.081,8.82993925395667e-14,"3","Rps19bp1"
"Nr2c2ap",4.29651387508618e-18,0.637461069400069,0.103,0.047,9.33417639362473e-14,"3","Nr2c2ap"
"2310010J17Rik1",4.48195607145685e-18,0.892563349695612,0.148,0.08,9.73704956524001e-14,"3","2310010J17Rik"
"Ecsit",4.49322659398174e-18,0.795670248850787,0.148,0.08,9.76153477542533e-14,"3","Ecsit"
"P3h21",4.51814974586097e-18,0.42480325002899,0.302,0.204,9.81568032288296e-14,"3","P3h2"
"Ndufaf7",4.62969305189301e-18,0.733768644245458,0.13,0.067,1.00580081552376e-13,"3","Ndufaf7"
"Dexi",4.76450022231927e-18,0.652358534155415,0.127,0.063,1.03508767329886e-13,"3","Dexi"
"Vipas39",4.92794761686889e-18,0.661984843739023,0.133,0.069,1.07059661976477e-13,"3","Vipas39"
